Data Source name,Date,Currency,Sales Channel,Transaction Timestamp,Order Created At,Order Updated At,Order ID,Order Name,Country Funnel,Geo Location Segment,Billing Country,Billing Province,Billing City,Order Tags,Product ID,Product Title,Product Tags,Product Type,Variant Title,Gross Sales (INR),Net Sales (INR),Total Sales (INR),Orders,Returns (INR),Return Rate,Items Sold,Items Returned,Average Order Value (INR),New Customer Orders,Returning Customer Orders,Average Items Per Order,Discounts (INR),Row Count,SKU,Customer Sale Type,Customer ID,Shipping Country,Date_Original,flag_invalid_date,Transaction Timestamp_Original,flag_invalid_transaction_timestamp,Order Created At_Original,flag_invalid_order_created_at,Order Updated At_Original,flag_invalid_order_updated_at,calc_average_order_value_inr,calc_average_items_per_order,calc_return_rate,flag_missing_order_id,flag_missing_customer_id,flag_zero_orders,flag_zero_sales,flag_negative_sales
Brand A,2025-01-01,Inr,Online Store,2026-01-01 05:12:25+00:00,2026-01-01 05:12:27+00:00,2026-01-01 05:12:28+00:00,-1.0,#1045,Unknown,Rest Of The World,Singapore,Unknown,Singapore,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,2699.2982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,Unknown,First-Time,9041380000000.0,Singapore,01-01-2026,True,2026-01-01T05:12:25Z,False,2026-01-01T05:12:27Z,False,2026-01-01T05:12:28Z,False,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-03,Inr,Online Store,2026-03-01 15:09:11+00:00,2026-03-01 15:09:12+00:00,2026-03-01 15:09:13+00:00,6312540000000.0,#1047,Spain,Rest Of The World,Spain,Vizcaya,Santurtzi,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,Unknown,First-Time,-1.0,Spain,03-01-2026,False,2026-01-03T15:09:11Z,False,2026-01-03T15:09:12Z,False,2026-01-03T15:09:13Z,False,0.0,0.0,0.0,False,False,True,True,False
Brand A,2026-01-15,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,6326910000000.0,#1054,United States,Usa,United States,Illinois,Naperville,Unknown,-1.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,2699.2982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unknown,First-Time,9062680000000.0,United States,15-01-2026,False,2026-01-15T04:17:04Z,True,2026-01-15T04:17:05Z,True,2026-01-15T04:17:07Z,True,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-15,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,6326910000000.0,#1054,Unknown,Usa,United States,Illinois,Naperville,Unknown,8835880000000.0,Daphne Stole,"Category_Stole, Collection_Lumiere, Tag_Newarrival",Stole,S,2879.2514,308079.8993,2879.2514,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Daphnestole-Bg,First-Time,0.0,United States,15-01-2026,False,2026-01-15T04:17:04Z,True,2026-01-15T04:17:05Z,True,2026-01-15T04:17:07Z,True,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-19,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,6333300000000.0,#1055,United States,Usa,United States,California,Oakland,Unknown,8725100000000.0,Amelia Stole,"Eoss-25, Express Shipping, Stoles",Stole,One Size,3149.1812,3149.1812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unknown,First-Time,9072080000000.0,United States,19-01-2026,False,2026-01-19T16:16:58Z,True,2026-01-19T16:16:59Z,True,2026-01-19T16:17:00Z,True,0.0,0.0,0.0,False,False,True,True,False
Brand A,2026-01-01,Inr,Online Store,2026-01-01 05:12:25+00:00,2026-01-01 05:12:27+00:00,2025-01-01 00:00:00,6309850000000.0,Unknown,Singapore,Rest Of The World,Singapore,Unknown,Singapore,Unknown,-1.0,Chérie Kaftan,"Co-Ord, Eoss-25, Floral, Linen, Top, Tunic",Kaftan,S / Kaftan & Pants,0.0,3940.9753,3940.9753,1.0,0.0,0.0,0.0,0.0,3940.9753,1.0,0.0,0.0,0.0,1.0,Cheriekaftan-S & Easyiv-S,First-Time,9041380000000.0,Singapore,01-01-2026,False,2026-01-01T05:12:25Z,False,2026-01-01T05:12:27Z,False,2026-01-01T05:12:28Z,True,3940.9753,0.0,0.0,False,False,False,False,False
Brand A,2026-01-08,Inr,Online Store,2026-08-01 00:10:11+00:00,2026-08-01 00:10:12+00:00,2025-01-01 00:00:00,6317670000000.0,#1051,Unknown,Rest Of The World,Canada,Alberta,Unknown,Unknown,8725100000000.0,Savannah Shirt,"Eoss-25, Shirt, Top, Tunic",Boyfriend Shirt,Xl,4246.8958,4246.8958,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Unknown,First-Time,8836460000000.0,Canada,08-01-2026,False,2026-01-08T00:10:11Z,False,2026-01-08T00:10:12Z,False,,True,0.0,1.0,0.0,False,False,False,True,False
Brand A,2026-01-08,Inr,Unknown,2026-08-01 00:10:11+00:00,2026-08-01 00:10:12+00:00,2026-08-01 00:10:13+00:00,827614770000000.0,#1051,Canada,Unknown,Canada,Alberta,Beaumont,Unknown,8725100000000.0,Marigold Tunic,"Co-Ord, Eoss-25, Express Shipping, Kurta Set, Tunic",Co-Ord,Xl,4750.7648,4750.7648,4750.7648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unknown,First-Time,8836460000000.0,Canada,08-01-2026,False,2026-01-08T00:10:11Z,False,2026-01-08T00:10:12Z,False,2026-01-08T00:10:13Z,False,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-06,Inr,Online Store,2026-06-01 01:41:01+00:00,2025-01-01 00:00:00,2026-06-01 01:41:04+00:00,6315420000000.0,#1050,India,India,India,Maharashtra,Mumbai,Unknown,8725100000000.0,Unknown,"Co-Ord, Eoss-25, Express Shipping, Kurta Set, Tunic",Co-Ord,M,4750.7648,0.0,4750.7648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unknown,First-Time,9048400000000.0,India,06-01-2026,False,2026-01-06T01:41:01Z,False,,True,2026-01-06T01:41:04Z,False,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-13,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,6324090000000.0,#1053,United States,Unknown,United States,New York,Richmond Hill,Unknown,8725100000000.0,Rosita Tunic,"Co-Ord, Eoss-25, Express Shipping, Kurta Set, Tunic",Co-Ord,Xl,4750.7648,4750.7648,551088.7169,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unknown,First-Time,-1.0,United States,13-01-2026,False,2026-01-13T06:25:45Z,True,2026-01-13T06:25:47Z,True,2026-01-13T06:25:48Z,True,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-02,Inr,Online Store,2026-01-01 22:53:41+00:00,2026-01-01 22:53:42+00:00,2026-01-01 22:53:43+00:00,826688600000000.0,#1046,United States,Usa,United States,New Jersey,Middletown,Unknown,8725100000000.0,Amelia Short Kurta Set,"Co-Ord, Eoss-25, Express Shipping, Kurta Set, Tunic",Co-Ord,Unknown,0.0,6478.3156,6478.3156,1.0,0.0,0.0,1.0,0.0,6478.3156,90.0,0.0,1.0,0.0,1.0,Unknown,First-Time,9042390000000.0,India,02-01-2026,False,2026-01-01T22:53:41Z,False,2026-01-01T22:53:42Z,False,2026-01-01T22:53:43Z,False,6478.3156,1.0,0.0,False,False,False,False,False
Brand A,2026-01-08,Unknown,Online Store,2026-08-01 11:39:42+00:00,2026-08-01 11:39:43+00:00,2026-08-01 11:39:44+00:00,6318230000000.0,#1052,United Arab Emirates,Middle East,United Arab Emirates,Dubai,Dubai,Unknown,8789250000000.0,Wildflower Kurta Set,"Collection_Et Si, Express Shipping",Kurta Set,Xl,6478.3156,6478.3156,6478.3156,144.0,0.0,0.0,55.0,0.0,44.9883,1.0,0.0,0.3819,0.0,1.0,Wild-Lmn,First-Time,9052170000000.0,United Arab Emirates,08-01-2026,False,2026-01-08T11:39:42Z,False,2026-01-08T11:39:43Z,False,2026-01-08T11:39:44Z,False,44.9883,0.3819,0.0,False,False,False,False,False
Brand A,2025-01-01,Inr,Online Store,2026-08-01 11:39:42+00:00,2026-08-01 11:39:43+00:00,2026-08-01 11:39:44+00:00,6318230000000.0,#1052,United Arab Emirates,Middle East,United Arab Emirates,Dubai,Dubai,Unknown,8724450000000.0,Rosita Kurta Set,Unknown,Co-Ord,Xl,6766.2408,6766.2408,6766.2408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unknown,First-Time,9052170000000.0,United Arab Emirates,,True,2026-01-08T11:39:42Z,False,2026-01-08T11:39:43Z,False,2026-01-08T11:39:44Z,False,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-08,Inr,Online Store,2026-08-01 11:39:42+00:00,2026-08-01 11:39:43+00:00,2026-08-01 11:39:44+00:00,6318230000000.0,#1052,United Arab Emirates,Middle East,United Arab Emirates,Dubai,Dubai,Unknown,8724460000000.0,Water Lily Kurta,"Co-Ord, Eoss-25, Kurta, Kurta Set",Kurta,Xl / Kurta + Pants,7126.1472,7126.1472,7126.1472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Wlkurta-Prw-Xl + Wlpant-Prw-Xl,First-Time,9052170000000.0,Unknown,08-01-2026,False,2026-01-08T11:39:42Z,False,2026-01-08T11:39:43Z,False,2026-01-08T11:39:44Z,False,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-13,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,828455790000000.0,#1053,United States,Usa,United States,New York,Richmond Hill,Unknown,8835880000000.0,Ella Kurta Set,"Category_Kurta Set, Collection_Lumiere, Tag_Newarrival",Kurta Set,M,878171.6754,7198.1285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ella-Bl,Unknown,9059710000000.0,United States,13-01-2026,False,2026-01-13T06:25:45Z,True,2026-01-13T06:25:47Z,True,2026-01-13T06:25:48Z,True,0.0,0.0,0.0,False,False,True,True,False
Unknown,2026-01-06,Inr,Online Store,2026-06-01 01:41:01+00:00,2026-06-01 01:41:03+00:00,2025-01-01 00:00:00,6315420000000.0,#1050,India,India,India,Maharashtra,Mumbai,Unknown,8725100000000.0,Amelia Long Kurta Set,"Co-Ord, Eoss-25, Express Shipping, Kurta Set, Tunic",Co-Ord,M,7414.0723,793305.7405,860032.3916,1.0,0.0,0.0,0.0,0.0,860032.3916,1.0,0.0,0.0,0.0,87.0,Unknown,First-Time,9048400000000.0,India,06-01-2026,False,2026-01-06T01:41:01Z,False,2026-01-06T01:41:03Z,False,,True,860032.3916,0.0,0.0,False,False,False,False,False
Brand A,2025-01-01,Inr,Online Store,2026-01-01 22:53:41+00:00,2026-01-01 22:53:42+00:00,2026-01-01 22:53:43+00:00,6310600000000.0,#1046,United States,Usa,United States,New Jersey,Unknown,Unknown,8725100000000.0,Amelia Long Kurta Set,"Co-Ord, Eoss-25, Express Shipping, Kurta Set, Tunic",Co-Ord,S,7414.0723,7414.0723,7414.0723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,Unknown,First-Time,994662900000000.0,India,,True,2026-01-01T22:53:41Z,False,2026-01-01T22:53:42Z,False,2026-01-01T22:53:43Z,False,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-13,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,-6324090000000.0,#1053,United States,Usa,United States,New York,Richmond Hill,Unknown,-1.0,Unknown,Unknown,Co-Ord,M,7630.0162,7630.0162,7630.0162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unknown,First-Time,9059710000000.0,United States,13-01-2026,False,2026-01-13T06:25:45Z,True,2026-01-13T06:25:47Z,True,2026-01-13T06:25:48Z,True,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-15,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,-1.0,#1054,United States,Usa,United States,Illinois,Unknown,Unknown,8724450000000.0,Rose Noir Phiran Set,Unknown,Co-Ord,S,7630.0162,-7630.0162,7630.0162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unknown,First-Time,9062680000000.0,United States,15-01-2026,False,2026-01-15T04:17:04Z,True,2026-01-15T04:17:05Z,True,2026-01-15T04:17:07Z,True,0.0,0.0,0.0,False,False,True,False,False
Unknown,2026-01-02,Inr,Online Store,2026-01-01 22:53:41+00:00,2026-01-01 22:53:42+00:00,2026-01-01 22:53:43+00:00,6310600000000.0,#1046,United States,Usa,United States,New Jersey,Middletown,Unknown,8835880000000.0,Musk Kurta Set,"Category_Kurta Set, Collection_Lumiere, Tag_Newarrival",Kurta Set,S,7917.9413,7917.9413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Musk-Multi,First-Time,994662900000000.0,India,02-01-2026,False,2026-01-01T22:53:41Z,False,2026-01-01T22:53:42Z,False,2026-01-01T22:53:43Z,False,0.0,0.0,0.0,False,False,True,True,False
Brand A,2026-01-03,Inr,Online Store,2026-03-01 15:09:11+00:00,2026-03-01 15:09:12+00:00,2025-01-01 00:00:00,6312540000000.0,#1047,Spain,Rest Of The World,Spain,Vizcaya,Santurtzi,Unknown,-1.0,Bianca Dress,Collection_Et Si,Dress,Unknown,0.0,7917.9413,7917.9413,1.0,0.0,0.0,0.0,0.0,7917.9413,1.0,0.0,0.0,0.0,-1.0,Biancadress-Iv,Unknown,-1.0,Spain,03-01-2026,False,2026-01-03T15:09:11Z,False,2026-01-03T15:09:12Z,False,,True,7917.9413,0.0,0.0,False,False,False,False,False
Unknown,2026-01-08,Inr,Unknown,2026-08-01 11:39:42+00:00,2026-08-01 11:39:43+00:00,2026-08-01 11:39:44+00:00,6318230000000.0,#1052,United Arab Emirates,Middle East,United Arab Emirates,Dubai,Dubai,Unknown,817399320000000.0,Carolina Kurta Set,"Collection_Et Si, Express Shipping",Unknown,Xl / Kurta Set,965988.8429,7917.9413,7917.9413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Carolinakurta-Grn,First-Time,9052170000000.0,United Arab Emirates,08-01-2026,False,2026-01-08T11:39:42Z,False,2026-01-08T11:39:43Z,False,2026-01-08T11:39:44Z,False,0.0,0.0,0.0,False,False,True,False,False
Unknown,2026-01-13,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,6324090000000.0,#1053,United States,Unknown,United States,New York,Richmond Hill,Unknown,811434300000000.0,Woodapple Kurta Set,"Co-Ord, Eoss-25, Express Shipping, Kurta, Kurta Set",Co-Ord,Xl,7917.9413,7917.9413,7917.9413,1.0,0.0,0.0,55.0,0.0,7917.9413,0.0,0.0,55.0,0.0,1.0,Unknown,First-Time,9059710000000.0,United States,13-01-2026,False,2026-01-13T06:25:45Z,True,2026-01-13T06:25:47Z,True,2026-01-13T06:25:48Z,True,7917.9413,55.0,0.0,False,False,False,False,False
Brand A,2026-01-15,Unknown,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,6326910000000.0,#1054,United States,Usa,United States,Illinois,Naperville,Unknown,8835880000000.0,Daphne Kurta Set,"Category_Kurta Set, Collection_Lumiere, Express Shipping, Tag_Newarrival",Kurta Set,M,7917.9413,7917.9413,7917.9413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Daphnekurtaset-Bg,First-Time,9062680000000.0,United States,15-01-2026,False,2026-01-15T04:17:04Z,True,2026-01-15T04:17:05Z,True,2026-01-15T04:17:07Z,True,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-21,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,6335680000000.0,#1056,India,India,India,Kerala,Ernakulam,Unknown,8724320000000.0,Astoria Dress,"Dress, Eoss-25",Dress,Xxxl,8097.8945,8097.8945,8097.8945,1.0,0.0,0.0,-1.0,0.0,8097.8945,90.0,0.0,-1.0,0.0,87.0,Unknown,Unknown,8796750000000.0,India,21-01-2026,False,2026-01-21T17:02:56Z,True,2026-01-21T17:02:59Z,True,2026-01-21T17:03:01Z,True,8097.8945,-1.0,0.0,False,False,False,False,False
Brand A,2025-01-01,Inr,Online Store,2026-04-01 16:16:06+00:00,2026-04-01 16:16:08+00:00,2026-04-01 16:16:09+00:00,6313700000000.0,Unknown,India,India,India,Tamil Nadu,Chennai,Unknown,8789250000000.0,Viola Kurta Set,"Collection_Et Si, Express Shipping",Kurta Set,Xs / Kurta Set + Stole,8637.7542,8637.7542,8637.7542,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Violakurta-Iv,Unknown,9046300000000.0,India,,True,2026-01-04T16:16:06Z,False,2026-01-04T16:16:08Z,False,2026-01-04T16:16:09Z,False,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-06,Inr,Online Store,2026-06-01 01:41:01+00:00,2026-06-01 01:41:03+00:00,2026-06-01 01:41:04+00:00,6315420000000.0,Unknown,India,India,India,Maharashtra,Mumbai,Unknown,8835880000000.0,Vivienne Kurta Set,"Category_Kurta Set, Collection_Lumiere, Tag_Newarrival",Kurta Set,M,8637.7542,8637.7542,8637.7542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Viv-Blue,First-Time,9048400000000.0,India,06-01-2026,False,2026-01-06T01:41:01Z,False,2026-01-06T01:41:03Z,False,2026-01-06T01:41:04Z,False,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-04,Inr,Unknown,2026-04-01 04:40:12+00:00,2026-04-01 04:40:13+00:00,2026-04-01 04:40:15+00:00,6313290000000.0,#1048,Unknown,Rest Of The World,Singapore,Unknown,Singapore,Unknown,8724450000000.0,Attico Dress,Unknown,Dress,Xxl,0.0,8637.7542,8637.7542,1.0,0.0,0.0,0.0,0.0,8637.7542,0.0,0.0,0.0,0.0,87.0,Unknown,First-Time,9045700000000.0,India,04-01-2026,False,2026-01-04T04:40:12Z,False,2026-01-04T04:40:13Z,False,2026-01-04T04:40:15Z,False,8637.7542,0.0,0.0,False,False,False,False,False
Brand A,2026-01-19,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,6333300000000.0,#1055,United States,Usa,United States,California,Oakland,Unknown,8725100000000.0,Amelia Long Kurta Set,"Co-Ord, Eoss-25, Express Shipping, Kurta Set, Tunic",Co-Ord,S,9267.5904,9267.5904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,Unknown,First-Time,9072080000000.0,United States,19-01-2026,False,2026-01-19T16:16:58Z,True,2026-01-19T16:16:59Z,True,2026-01-19T16:17:00Z,True,0.0,0.0,0.0,False,False,True,True,False
Brand A,2026-01-04,Inr,Online Store,2026-04-01 04:40:12+00:00,2026-04-01 04:40:13+00:00,2026-04-01 04:40:15+00:00,6313290000000.0,Unknown,Singapore,Rest Of The World,Singapore,Unknown,Singapore,Unknown,-1.0,Wallflower Co-Ord Set,"Co-Ord, Eoss-25, Express Shipping, Kurta, Kurta Set",Co-Ord,Xxl,9357.567,9357.567,1085477.7758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unknown,First-Time,9045700000000.0,India,04-01-2026,False,2026-01-04T04:40:12Z,False,2026-01-04T04:40:13Z,False,2026-01-04T04:40:15Z,False,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-01-19,Inr,Online Store,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,6333300000000.0,#1055,United States,Usa,United States,California,Unknown,Unknown,8789240000000.0,Bianca Dress,Collection_Et Si,Dress,S,0.0,9897.4267,1148101.4936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Biancadress-Iv,Unknown,9072080000000.0,United States,19-01-2026,False,2026-01-19T16:16:58Z,True,2026-01-19T16:16:59Z,True,2026-01-19T16:17:00Z,True,0.0,0.0,0.0,False,False,True,False,False
