Data Source name,Date,Campaign Name,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Purchases Conversion Value (INR),Website Contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Row Count,Date_Original,flag_invalid_date,flag_outlier_Amount_Spent_INR,flag_outlier_Purchases_Conversion_Value_INR,flag_outlier_Adds_to_Cart_Conversion_Value_INR,flag_outlier_Checkouts_Initiated_Conversion_Value_INR,flag_outlier_Adds_of_Payment_Info_Conversion_Value_INR,CTR,CPC,CPM,ROAS,ROI,CVR,AOV,flag_zero_impressions,flag_zero_clicks,flag_zero_spend,flag_missing_campaign_name,flag_spend_outlier
Brand A,2026-01-01,Growify | 16Th June | Tof | India | Asc | Cac | Sales,Paused,Tof | Asc | Cac | India,Unknown,India,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2025-01-01,Growify | 16Th June | Tof | India | Asc | Cac | Sales,Paused,Tof | Asc | Cac | India,Custom | Carousel | Eoss | 15Th Dec25 – Copy,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-01,Growify | 23Rd Sept | Tof | Abo | Sales,Paused,Market Places - Tof - Sales - Growify,Custom | Catalog | 15Th Dec 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-25,Growify | 2Nd December | Abo | Sale,Paused,Tof | Engaged Shoppers| Sale | Women,Catalogue | Best Seller | In Stock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-21,Growify | 2Nd December | Abo | Sale,Paused,Tof | Engaged Shoppers| Sale | Women,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-22,Growify | 2Nd December | Abo | Sale,Paused,Tof | Engaged Shoppers| Sale | Women,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-25,Growify | 2Nd December | Abo | Sale,Unknown,Tof | Engaged Shoppers| Sale | Women,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,25-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-02,Growify | 2Nd December | Abo | Sale,Paused,Tof | Engaged Shoppers| Sale | Women,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,02-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-03,Growify | 2Nd December | Abo | Sale,Paused,Tof | Engaged Shoppers| Sale | Women,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,03-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-04,Growify | 2Nd December | Abo | Sale,Paused,Tof | Engaged Shoppers| Sale | Women,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,04-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-01,Growify | 2Nd December | Abo | Sale,Paused,Tof | Engaged Shoppers| Sale | Women,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5160.0,0.0,0.0,1.0,01-01-2026,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-17,Growify | 2Nd December | Abo | Sale,Paused,Tof | Open | Sale | Women,Catalogue | Price || 7K+ || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-25,Growify | 2Nd December | Abo | Sale,Paused,Tof | Open | Sale | Women,Catalogue | Best Seller | In Stock,India,India,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
Brand A,2026-01-17,Growify | 4Th October 25 | Mof | Sales | India,Paused,Unknown,Custom | Video 1 | Eoss | 15Th Dec 25 – Copy,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-18,Growify | 4Th October 25 | Mof | Sales | India,Unknown,Mof | Cd | Sales - Women,Custom | Video 1 | Eoss | 15Th Dec 25 – Copy,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-24,Growify | 4Th October | Tof | India | Sales,Paused,Tof | Open | Sale | Women,Video | Karishma Kapoor | 23Rd October 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-25,Growify | 4Th October | Tof | India | Sales,Paused,Tof | Open | Sale | Women,Video | Karishma Kapoor | 23Rd October 25,India,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-23,Growify | 4Th October | Tof | India | Sales,Paused,Tof | Open | Sale | Women,Video | Karishma Kapoor | 23Rd October 25,India,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-22,Growify | 4Th October | Tof | India | Sales,Paused,Tof | Open | Sales | Women,Video | Karishma Kapoor | 23Rd October 25 – Copy,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,22-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-20,Growify | 4Th October | Tof | India | Sales,Paused,Tof | Open | Sales | Women,Video | Karishma Kapoor | 23Rd October 25 – Copy,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2025-01-01,Growify | 4Th October | Tof | India | Sales,Paused,Unknown,Reel | Also.Alpa | 4Th October 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-02,Growify | 9Th October 25 | Mof | Sales | Women,Paused,Mof | Whtsapp Cd | Sales - Women,Custom | Video 1 | Eoss | 15Th Dec 25 – Copy,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,02-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-19,Growify | 9Th October 25 | Mof | Sales | Women,Paused,Mof | Whtsapp Cd | Sales - Women,Custom | Video 1 | Eoss | 15Th Dec 25 – Copy,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-17,Growify | 9Th October 25 | Mof | Sales | Women,Unknown,Mof | Whtsapp Cd | Sales - Women,Custom | Video 1 | Eoss | 15Th Dec 25 – Copy,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-20,Growify | 9Th October 25 | Mof | Sales | Women,Paused,Mof | Whtsapp Cd | Sales - Women,Unknown,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-17,Growify | Mof + Bof | Conversion | India,Active,Mof + Bof | New Collection | Catalogue Only,Custom | Catalog | Eoss | 15Th Dec 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-08,Growify | Mof + Bof | Conversion | India,Active,Mof + Bof | New Collection | Catalogue Only,Custom | Catalog | Eoss | 15Th Dec 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,08-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-09,Unknown,Active,Mof + Bof | New Collection | Catalogue Only,Custom | Catalog | Eoss | 15Th Dec 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,09-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False
Brand A,2026-01-10,Growify | Mof + Bof | Conversion | India,Unknown,Mof + Bof | New Collection | Catalogue Only,Custom | Catalog | Eoss | 15Th Dec 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-02,Growify | Mof + Bof | Conversion | India,Active,Mof + Bof | Rt > Video Only,Custom | Video 1 | Eoss | 15Th Dec 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,02-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-03,Growify | Mof + Bof | Conversion | India,Active,Mof + Bof | Rt > Video Only,Custom | Video 1 | Eoss | 15Th Dec 25,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,03-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Unknown,2026-01-04,Growify | Mof + Bof | Conversion | India,Active,Mof + Bof | Rt > Video Only,Custom | Video 1 | Eoss | 15Th Dec 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,04-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2025-01-01,Growify | Mof + Bof | Conversion | India,Active,Mof + Bof | Rt > Video Only,Custom | Video 1 | Eoss | 15Th Dec 25,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,9270.0,0.0,0.0,20320.0,0.0,0.0,1.0,,True,False,True,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,9270.0,True,True,True,False,False
Brand A,2026-01-21,Growify | Mof + Bof | Conversion | India,Unknown,Mof + Bof | Rt > Video Only,Custom | Video 2 | Eoss | 15Th Dec 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-19,Growify | Mof + Bof | Conversion | India,Active,Mof + Bof | Rt > Video Only,Custom | Video 2 | Eoss | 15Th Dec 25,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-01,Growify | Tof | Conversion | India,Active,Ecomm | Apparel,Catalogue | Best Seller | In Stock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,01-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-17,Growify | Tof | Conversion | India,Active,Unknown,Catalogue | All Product - ( Exclude Stole) | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-28,Growify | Tof | Conversion | India,Unknown,Ecomm | Engaged,Catalogue | Price || 7K+ || Active | Instock – Copy 2,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,28-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-31,Growify | Tof | Conversion | India,Active,Ecomm | Engaged,Catalogue | Price || 7K+ || Active | Instock – Copy 2,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-30,Growify | Tof | Conversion | India,Active,Ecomm | Engaged,Catalogue | Price || 7K+ || Active | Instock – Copy 2,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-01,Growify | Tof | Conversion | India,Active,Ecomm | Home Essential,Catalog | Car | Campaign Shoot | Mix | Mix | Summer | Pdp,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-18,Unknown,Active,Ecomm | Home Essential,Custom | Carousel | Eoss | 15Th Dec25 – Copy 2,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False
Brand A,2026-01-16,Growify | Tof | Conversion | India,Active,Ecomm | Home Essential,Custom | Carousel | Eoss | 15Th Dec25 – Copy 2,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-01,Growify | Tof | Conversion | India,Unknown,Ecomm | Home Essential,Custom | Carousel | Eoss | 15Th Dec25 – Copy 2,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,01-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Unknown,2026-01-29,Growify | Tof | Conversion | India,Active,Ecomm | Hotel,Catalogue | Price || 7K+ || Active | Instock – Copy 2,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,29-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-30,Unknown,Active,Ecomm | Hotel,Catalogue | Price || 7K+ || Active | Instock – Copy 2,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,30-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False
Brand A,2026-01-31,Growify | Tof | Conversion | India,Active,Ecomm | Hotel,Catalogue | Price || 7K+ || Active | Instock – Copy 2,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,31-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-26,Unknown,Active,Ecomm | Jewelery,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False
Brand A,2026-01-22,Growify | Tof | Conversion | India,Active,Ecomm | Jewelery,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-23,Growify | Tof | Conversion | India,Active,Ecomm | Jewelery,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-24,Growify | Tof | Conversion | India,Active,Ecomm | Jewelery,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2025-01-01,Growify | Tof | Conversion | India,Active,Unknown,Catalogue | Set + Dress || Active | Instock,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-01-28,Growify | Tof | Conversion | India,Active,Ecomm | Travel,Catalogue | Price || 7K+ || Active | Instock – Copy,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-18000.0,0.0,0.0,1.0,28-01-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
